direction,direction_display,source_accent,target_accent,shortlist_question_no,source_id,source_speaker_id,utterance_id,transcript,source_original_path,phonos_original_path,seedvc_original_path,tvtsyn_original_path,phonos_item_id,phonos_checkpoint,phonos_target_ref_id,phonos_target_ref_path,phonos_accent_prediction,phonos_target_probability_pct,phonos_nisqa_mos,seedvc_item_id,seedvc_target_ref_id,seedvc_target_ref_path,seedvc_accent_prediction,seedvc_recall_tgt_hit,seedvc_nisqa_mos,tvtsyn_item_id,tvtsyn_accent_prediction,tvtsyn_recall_src_hit,tvtsyn_nisqa_mos,sample_group_id,sample_id,original_audio,original_audio_url,original_duration_sec,original_sha256,phonos_audio,phonos_audio_url,phonos_duration_sec,phonos_sha256,seedvc_audio,seedvc_audio_url,seedvc_duration_sec,seedvc_sha256,tvtsyn_reconstruction_audio,tvtsyn_reconstruction_audio_url,tvtsyn_reconstruction_duration_sec,tvtsyn_reconstruction_sha256
ame2ind,American to Indian,american,indian,Q001,AME001,251,251-118436-0005,THE MAN SHRUGGED HIS BROAD SHOULDERS AND TURNED BACK INTO THE ARABESQUE CHAMBER,/data/waris/code/PHONOSv2/evaluation/final/american/251/wav/251-118436-0005.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME001/r1_epoch13/Telu0088.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/Telu0088/251/251-118436-0005.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/251/251-118436-0005.wav,ame2ind::AME001::r1_epoch13::Telu0088,r1_epoch13,Telu0088,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Telu0088.wav,south_asian,99.86913800239564,3.93201,seedvc::ame2ind::Telu0088::251-118436-0005,Telu0088,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Telu0088.wav,south_asian,1,4.4255004,tvtsyn::ame2ind::251-118436-0005,north_american,1,4.835812,ame2ind_S01,S01,audio/ame2ind/S01__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S01__original.wav,5.31,1c2c3eb9675d312c8c2918c2ee9e191a01f42c767cd9fb141bc868aa8fe86b3f,audio/ame2ind/S01__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S01__phonos.wav,5.32,4b0f25fc5c66b30ed6b08b43a4af0f127d118aa9452308862b74840ca583d347,audio/ame2ind/S01__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S01__seedvc.wav,5.154829931972789,1a7aa2c6e0f35fa434f38f5431b157e3bbbcb93001f168134455b659c699dd62,audio/ame2ind/S01__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S01__tvtsyn_reconstruction.wav,5.32,5dfa2b6e6f86b66a8e11f2e0adf7eb9d663afc9310a46f86e4576c89625112ae
ame2ind,American to Indian,american,indian,Q005,AME008,5694,5694-64029-0007,I SOON FOUND OUT THAT HE HAD CAUGHT SIGHT OF THE RELIEF ON THE ROAD AND WAS AFRAID TO SHOOT I QUICKLY MADE UP MY MIND,/data/waris/code/PHONOSv2/evaluation/final/american/5694/wav/5694-64029-0007.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME008/r1_epoch13/Telu0088.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/Hindi0000/5694/5694-64029-0007.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/5694/5694-64029-0007.wav,ame2ind::AME008::r1_epoch13::Telu0088,r1_epoch13,Telu0088,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Telu0088.wav,south_asian,97.68792986869812,4.0210214,seedvc::ame2ind::Hindi0000::5694-64029-0007,Hindi0000,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Hindi0000.wav,south_asian,1,3.9822147,tvtsyn::ame2ind::5694-64029-0007,north_american,1,4.9541445,ame2ind_S02,S02,audio/ame2ind/S02__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S02__original.wav,6.585,7ba57c7f53560bacc99ae3cf19fcfefac8825f083b68464143a3acd09717fb60,audio/ame2ind/S02__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S02__phonos.wav,6.6,38ab2f3ae762d38cfc3f0db817a41241d562c9a2728237d51ef8dec52c9f4e29,audio/ame2ind/S02__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S02__seedvc.wav,7.082086167800454,7e7a40e7c6484aa9edca24516ee8e76033ab6ab17794603de39d46ad39904c76,audio/ame2ind/S02__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S02__tvtsyn_reconstruction.wav,6.6,bdc6567091591ca7e8b4e17896c1880c48b71d217e79f5c72c0452b38d20830f
ame2ind,American to Indian,american,indian,Q006,AME009,1272,1272-141231-0026,BREATHING DEEPLY BRION SOFTLY SPOKE THE AUTO HYPNOTIC PHRASES THAT TRIGGERED THE PROCESS,/data/waris/code/PHONOSv2/evaluation/final/american/1272/wav/1272-141231-0026.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME009/r3_epoch06/telugufemale.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/telugufemale/1272/1272-141231-0026.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/1272/1272-141231-0026.wav,ame2ind::AME009::r3_epoch06::telugufemale,r3_epoch06,telugufemale,/data/waris/code/PHONOSv2/evaluation/speakers/ind/telugufemale.wav,south_asian,99.33176040649414,4.106983,seedvc::ame2ind::telugufemale::1272-141231-0026,telugufemale,/data/waris/code/PHONOSv2/evaluation/speakers/ind/telugufemale.wav,south_asian,1,4.8918743,tvtsyn::ame2ind::1272-141231-0026,british_isles,0,3.876814,ame2ind_S03,S03,audio/ame2ind/S03__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S03__original.wav,6.635,4a2ddfdfd71a7d3acbb0e520a9d5c6f0f55bc6bff814ffe147ae9175a98fb625,audio/ame2ind/S03__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S03__phonos.wav,6.64,839885f361991ca14836c47aaa678ac88ba7fedd97df44c902ec273bcbd3ad98,audio/ame2ind/S03__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S03__seedvc.wav,6.582857142857143,bf6d9903107e401c28df0a930c9fc0e3604b980fc4972dc62a56219f87885966,audio/ame2ind/S03__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S03__tvtsyn_reconstruction.wav,6.64,4abaa31bbaef684e9f4113fd49081b071f6176442261c7d505592f42fc9266d6
ame2ind,American to Indian,american,indian,Q009,AME012,1089,1089-134686-0025,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,/data/waris/code/PHONOSv2/evaluation/final/american/1089/wav/1089-134686-0025.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME012/r3_epoch06/telugufemale.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/rajasthanimale/1089/1089-134686-0025.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/1089/1089-134686-0025.wav,ame2ind::AME012::r3_epoch06::telugufemale,r3_epoch06,telugufemale,/data/waris/code/PHONOSv2/evaluation/speakers/ind/telugufemale.wav,south_asian,99.5438516139984,4.3463326,seedvc::ame2ind::rajasthanimale::1089-134686-0025,rajasthanimale,/data/waris/code/PHONOSv2/evaluation/speakers/ind/rajasthanimale.wav,south_asian,1,4.9954157,tvtsyn::ame2ind::1089-134686-0025,north_american,1,4.5023513,ame2ind_S04,S04,audio/ame2ind/S04__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S04__original.wav,6.61,08844bfb979ce8240f332032a4b86bed89703dcdb0379087e9747db278eb60dd,audio/ame2ind/S04__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S04__phonos.wav,6.62,49b4c5eb94c209df7a6a35d8c705ae3e37d7a5280e8d0a8e89904102d7bd5689,audio/ame2ind/S04__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S04__seedvc.wav,7.198185941043084,9c73e78c0c8c1d301f127e860e31ffb062f9f6c478fd3336d8c162c24e050168,audio/ame2ind/S04__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S04__tvtsyn_reconstruction.wav,6.62,0e05b346ea041d154beb4af86d24d12a56c9280ed5671225b9b223a7bf76202d
ame2ind,American to Indian,american,indian,Q010,AME026,2428,2428-83699-0007,I HAVE NEVER KNOWN A MADGE AND YET FROM MY BOYHOOD UPWARD I HAVE DESIRED TO MEET ONE,/data/waris/code/PHONOSv2/evaluation/final/american/2428/wav/2428-83699-0007.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME026/r6_epoch05/Telu0088.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/Telu0088/2428/2428-83699-0007.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/2428/2428-83699-0007.wav,ame2ind::AME026::r6_epoch05::Telu0088,r6_epoch05,Telu0088,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Telu0088.wav,south_asian,96.21320366859436,4.1930046,seedvc::ame2ind::Telu0088::2428-83699-0007,Telu0088,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Telu0088.wav,south_asian,1,4.838282,tvtsyn::ame2ind::2428-83699-0007,north_american,1,3.7215242,ame2ind_S05,S05,audio/ame2ind/S05__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S05__original.wav,5.71,4e7e2642d8f4dd4593fcafe4adc22024e6fd9ddab005f4deff0e41b1e94b665f,audio/ame2ind/S05__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S05__phonos.wav,5.72,859727c0b79021b2d2028280c3c3f6c6a7fcb995250ee37b48ffc789c53c88de,audio/ame2ind/S05__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S05__seedvc.wav,5.410249433106576,70cfe34386f5e916828afab74b5bdc887fcbf713a3e0ba8855811aec99faa0f8,audio/ame2ind/S05__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S05__tvtsyn_reconstruction.wav,5.72,c6a13b6c16a8e4271445a59e7225ff021a783b1f1fc8b0cc23b99934d08381d6
ame2ind,American to Indian,american,indian,Q012,AME014,1284,1284-1180-0009,THEN THEY STARTED ON AGAIN AND TWO HOURS LATER CAME IN SIGHT OF THE HOUSE OF DOCTOR PIPT,/data/waris/code/PHONOSv2/evaluation/final/american/1284/wav/1284-1180-0009.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME014/r1_epoch13/Telu0088.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/telugufemale/1284/1284-1180-0009.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/1284/1284-1180-0009.wav,ame2ind::AME014::r1_epoch13::Telu0088,r1_epoch13,Telu0088,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Telu0088.wav,south_asian,99.46742057800292,4.2185564,seedvc::ame2ind::telugufemale::1284-1180-0009,telugufemale,/data/waris/code/PHONOSv2/evaluation/speakers/ind/telugufemale.wav,south_asian,1,4.7178445,tvtsyn::ame2ind::1284-1180-0009,north_american,1,4.142432,ame2ind_S06,S06,audio/ame2ind/S06__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S06__original.wav,6.285,8e77c3802c363ee0d0acbbb5f579396b028d31edee1e06162abb800140425fa0,audio/ame2ind/S06__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S06__phonos.wav,6.3,6035f383ab940792a1fa657e9a6a3f5ea6fc38d2b2558fbe8a228c99f9ae3e5e,audio/ame2ind/S06__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S06__seedvc.wav,6.733786848072563,80a5254cc265add8f4eb290e7a010f664e64d70fef18656aa8e67db9062a579f,audio/ame2ind/S06__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S06__tvtsyn_reconstruction.wav,6.3,29eaa25608ad22b54ed2d25073f17f33fe4d618b92c8a95bb3b890f324b01316
ame2ind,American to Indian,american,indian,Q013,AME022,3752,3752-4943-0000,HE HAD BEEN A CLERK IN A BANKING HOUSE AND WAS TRANSPORTED FOR EMBEZZLEMENT THOUGH BY SOME GRAVE DOUBTS AS TO HIS GUILT WERE ENTERTAINED,/data/waris/code/PHONOSv2/evaluation/final/american/3752/wav/3752-4943-0000.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME022/r1_epoch13/telugufemale.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/Hindi0000/3752/3752-4943-0000.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/3752/3752-4943-0000.wav,ame2ind::AME022::r1_epoch13::telugufemale,r1_epoch13,telugufemale,/data/waris/code/PHONOSv2/evaluation/speakers/ind/telugufemale.wav,south_asian,99.81127977371216,3.9948454,seedvc::ame2ind::Hindi0000::3752-4943-0000,Hindi0000,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Hindi0000.wav,south_asian,1,3.945649,tvtsyn::ame2ind::3752-4943-0000,north_american,1,4.1199946,ame2ind_S07,S07,audio/ame2ind/S07__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S07__original.wav,8.83,e24c561130110cfd17b0d434747193ee2089beebaefee240c41b2dac6f25ead4,audio/ame2ind/S07__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S07__phonos.wav,8.84,49cc499ff6aca1fdacd02b02f6adb74239b6b219979eecd6cb0b10e9d04c2a44,audio/ame2ind/S07__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S07__seedvc.wav,9.32281179138322,dbaf2db3bcecbaf96c6ed70e60bfacfc7dea57bf43b5832c2887c73b6614fff9,audio/ame2ind/S07__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S07__tvtsyn_reconstruction.wav,8.84,2d17a90de29c90b991e5a37183cccd4d819d2f0e64b3adeed659677ad20bdbb4
ame2ind,American to Indian,american,indian,Q015,AME027,1320,1320-122617-0019,UNCAS OCCUPIED A DISTANT CORNER IN A RECLINING ATTITUDE BEING RIGIDLY BOUND BOTH HANDS AND FEET BY STRONG AND PAINFUL WITHES,/data/waris/code/PHONOSv2/evaluation/final/american/1320/wav/1320-122617-0019.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME027/r1_epoch13/Telu0088.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/rajasthanimale/1320/1320-122617-0019.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/1320/1320-122617-0019.wav,ame2ind::AME027::r1_epoch13::Telu0088,r1_epoch13,Telu0088,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Telu0088.wav,south_asian,99.70996379852296,4.0148635,seedvc::ame2ind::rajasthanimale::1320-122617-0019,rajasthanimale,/data/waris/code/PHONOSv2/evaluation/speakers/ind/rajasthanimale.wav,south_asian,1,4.908493,tvtsyn::ame2ind::1320-122617-0019,north_american,1,4.1596303,ame2ind_S08,S08,audio/ame2ind/S08__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S08__original.wav,8.23,b32d2f28c39ad5e98d4b1ed30b4d06e1a03de5ee0e08f61bbe988868a123d173,audio/ame2ind/S08__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S08__phonos.wav,8.24,34eef5045fcb90a94c1c582eb55d4a0c69672e911d679c4d01102b805f6b4d2e,audio/ame2ind/S08__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S08__seedvc.wav,8.289523809523809,5d4ef6e69ea7bd25af0f5f5f8ad8dc4eca96379c6ff5af7aa5160864038a4e59,audio/ame2ind/S08__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S08__tvtsyn_reconstruction.wav,8.24,378ec479c6322a5207e311e42ab09d3cd34aa89605a71969231900be65d3dac6
ame2ind,American to Indian,american,indian,Q016,AME028,7021,7021-85628-0023,BUT WHEN HIS BIG BROTHER HEARD THAT HE HAD REFUSED TO GIVE HIS CAP FOR A KING'S GOLDEN CROWN HE SAID THAT ANDERS WAS A STUPID,/data/waris/code/PHONOSv2/evaluation/final/american/7021/wav/7021-85628-0023.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME028/r3_epoch06/telugufemale.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/Hindi0000/7021/7021-85628-0023.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/7021/7021-85628-0023.wav,ame2ind::AME028::r3_epoch06::telugufemale,r3_epoch06,telugufemale,/data/waris/code/PHONOSv2/evaluation/speakers/ind/telugufemale.wav,south_asian,99.83333945274352,4.0185986,seedvc::ame2ind::Hindi0000::7021-85628-0023,Hindi0000,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Hindi0000.wav,south_asian,1,4.3661857,tvtsyn::ame2ind::7021-85628-0023,north_american,1,4.439444,ame2ind_S09,S09,audio/ame2ind/S09__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S09__original.wav,9.03,2e0aeeb22538f04e3c5c89317fc9b7392c62ffda494d54f6e507f654f284a1bf,audio/ame2ind/S09__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S09__phonos.wav,9.04,69f7293f3bef5bf65f5219afd2f3f744bf810a7f220cca034922d9563cb2aeba,audio/ame2ind/S09__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S09__seedvc.wav,9.636281179138322,b3db5a9aad440043304be64208749c00ba97d6a4c85302aa59bb69c284538cc2,audio/ame2ind/S09__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S09__tvtsyn_reconstruction.wav,9.04,74c38e3151275d063af982ef4d3f960aea672a36386117bff0ca5eb4884feb15
ame2ind,American to Indian,american,indian,Q018,AME036,5683,5683-32879-0014,YES SOMETHING EVERYTHING SAID RACHEL HURRIEDLY LOOKING FROWNINGLY AT A FLOWER WHICH SHE WAS TWIRLING IN HER FINGERS,/data/waris/code/PHONOSv2/evaluation/final/american/5683/wav/5683-32879-0014.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2ind/AME036/r1_epoch13/Telu0088.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2ind/Telu0088/5683/5683-32879-0014.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/5683/5683-32879-0014.wav,ame2ind::AME036::r1_epoch13::Telu0088,r1_epoch13,Telu0088,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Telu0088.wav,south_asian,99.88941550254822,3.9587631,seedvc::ame2ind::Telu0088::5683-32879-0014,Telu0088,/data/waris/code/PHONOSv2/evaluation/speakers/ind/Telu0088.wav,south_asian,1,4.55389,tvtsyn::ame2ind::5683-32879-0014,north_american,1,4.3448977,ame2ind_S10,S10,audio/ame2ind/S10__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S10__original.wav,8.405,4547f95dbea689491f6875d6bea3b03c67b5c1526286019f7dd56c4d1f2155ff,audio/ame2ind/S10__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S10__phonos.wav,8.42,fcbaf273e849796c1ce3a3fa352ac49147d0fb7a1ed0650d16b1752b3c4a145d,audio/ame2ind/S10__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S10__seedvc.wav,8.452063492063493,a5dc2224587519957540ebe531faf1082f0c8da772ec38a6b923c23fc059c077,audio/ame2ind/S10__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S10__tvtsyn_reconstruction.wav,8.42,d7f3e41cb3651605ece44232b9130072a06784223a8a9576cfb7e344aa15c5ba
ame2spn,American to Spanish,american,spanish,Q002,AME002,8297,8297-275156-0008,BE THE RESULTS HOWEVER WHAT THEY MIGHT RANDAL COULD SEE BUT ONE PLAIN COURSE BEFORE HIM NOW,/data/waris/code/PHONOSv2/evaluation/final/american/8297/wav/8297-275156-0008.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2spn/AME002/r6_epoch05/NJS.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/MBMPS/8297/8297-275156-0008.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/8297/8297-275156-0008.wav,ame2spn::AME002::r6_epoch05::NJS,r6_epoch05,NJS,/data/waris/code/PHONOSv2/evaluation/speakers/spn/NJS.wav,north_american,5.29786609113216,3.8441606,seedvc::ame2spn::MBMPS::8297-275156-0008,MBMPS,/data/waris/code/PHONOSv2/evaluation/speakers/spn/MBMPS.wav,north_american,0,4.2321963,tvtsyn::ame2spn::8297-275156-0008,north_american,1,4.2174416,ame2spn_S01,S01,audio/ame2spn/S01__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S01__original.wav,7.84,f2db777d03e3412738d5bd4f8368a21da13fffbd5097ea7a291b58cd6a405871,audio/ame2spn/S01__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S01__phonos.wav,7.84,ac3691965d91f451631f8948f9e41ab2fbf859f0b746b1bda2d01823bf452913,audio/ame2spn/S01__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S01__seedvc.wav,7.90639455782313,157c5f9a119a141205ba683af3bd4d9e03d9b4983f84a3ea0740dee71f1ee26a,audio/ame2spn/S01__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S01__tvtsyn_reconstruction.wav,7.84,5c9708c9ccad7ae6fd4a7349d31518445fc17cac0619b2473be67b4b1e9a5310
ame2spn,American to Spanish,american,spanish,Q007,AME015,3575,3575-170457-0003,SURELY IT MUST BE BECAUSE WE ARE IN DANGER OF LOVING EACH OTHER TOO WELL OF LOSING SIGHT OF THE CREATOR IN IDOLATRY OF THE CREATURE,/data/waris/code/PHONOSv2/evaluation/final/american/3575/wav/3575-170457-0003.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ame2spn/AME015/r6_epoch05/EBVS.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2spn/NJS/3575/3575-170457-0003.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/tvtsyn_reconstruction/full/american/3575/3575-170457-0003.wav,ame2spn::AME015::r6_epoch05::EBVS,r6_epoch05,EBVS,/data/waris/code/PHONOSv2/evaluation/speakers/spn/EBVS.wav,north_american,15.59903919696808,4.027651,seedvc::ame2spn::NJS::3575-170457-0003,NJS,/data/waris/code/PHONOSv2/evaluation/speakers/spn/NJS.wav,north_american,0,4.5021834,tvtsyn::ame2spn::3575-170457-0003,north_american,1,4.5188365,ame2spn_S02,S02,audio/ame2spn/S02__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S02__original.wav,7.595,0c75735b2969913a03107b955c97b09c35d7da60d4f0fd28958491d38248385f,audio/ame2spn/S02__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S02__phonos.wav,7.6,2d8e90fab20ac4c31c234d969e4be0234887e6e790fb7abb38f256830f87f477,audio/ame2spn/S02__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S02__seedvc.wav,7.732244897959184,b866513db78e92622394775a2cf030dd17c77003523ae6ceae3814a6d33e3658,audio/ame2spn/S02__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S02__tvtsyn_reconstruction.wav,7.6,1cd1ee4875b45ac486b535897af29ba2a91f6e97ce3ee4a444383bb7893712ad
